0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,match_id,home_team,away_team,home_score,away_score,home_formation,away_formation
Karl Darlow,Isaac Hayden,Emil Krafth,Ciaran Clark,Jamal Lewis,Jonjo Shelvey,Sean Longstaff,Matt Ritchie,Miguel Almirón,Callum Wilson,Joelinton,Daniel Langley,DeAndre Yedlin,Jacob Murphy,Jeff Hendrick,Matthew Longstaff,Andy Carroll,Dwight Gayle,Buffer,Buffer,Sam Johnstone,Branislav Ivanovic,Dara O'Shea,Semi Ajayi,Darnell Furlong,Conor Gallagher,Romaine Sawyers,Filip Krovinovic,Matt Phillips,Karlan Grant,Callum Robinson,David Button,Kieran Gibbs,Cédric Kipré,Kamil Grosicki,Jake Livermore,Grady Diangana,Charlie Austin,Buffer,Buffer,59013,Newcastle United,West Bromwich Albion,2,1,4-4-2,3-5-2
Alex McCarthy,Kyle Walker-Peters,Jannik Vestergaard,Ryan Bertrand,Jan Bednarek,James Ward-Prowse,Oriol Romeu,Stuart Armstrong,Theo Walcott,Che Adams,Danny Ings,Fraser Forster,Mohammed Salisu,Jack Stephens,Moussa Djenepo,Nathan Redmond,Ibrahima Diallo,Daniel N'Lundulu,Buffer,Buffer,Aaron Ramsdale,George Baldock,John Egan,Phil Jagielka,Enda Stevens,Chris Basham,John Fleck,Sander Berge,Ethan Ampadu,Billy Sharp,Oliver McBurnie,Michael Verrips,Jack Robinson,John Lundstram,Ben Osborn,David McGoldrick,Lys Mousset,Rhian Brewster,Buffer,Buffer,59014,Southampton,Sheffield United,3,0,4-4-2,5-3-2
Rui Patrício,Romain Saïss,Conor Coady,Marçal,Nélson Semedo,Adama Traoré,João Moutinho,Pedro Neto,Daniel Podence,Leander Dendoncker,Fábio Silva,John Ruddy,Willy Boly,Rayan Aït-Nouri,Maximilian Kilman,Vitinha,Rúben Neves,Owen Otasowie,Buffer,Buffer,Emiliano Martínez,Tyrone Mings,Matthew Cash,Ezri Konsa,Matt Targett,Douglas Luiz,Jacob Ramsey,John McGinn,Jack Grealish,Ollie Watkins,Bertrand Traoré,Jed Steer,Kortney Hause,Frédéric Guilbert,Ahmed El Mohamady,Marvelous Nakamba,Anwar El Ghazi,Conor Hourihane,Buffer,Buffer,59015,Wolverhampton Wanderers,Aston Villa,0,1,4-2-3-1,4-3-3
Bernd Leno,Rob Holding,Kieran Tierney,Gabriel Magalhães,Mohamed Elneny,Bukayo Saka,Ainsley Maitland-Niles,Dani Ceballos,Nicolas Pépé,Pierre-Emerick Aubameyang,Eddie Nketiah,Rúnar Alex Rúnarsson,David Luiz,Shkodran Mustafi,Cédric Soares,Joseph Willock,Alexandre Lacazette,Willian,Buffer,Buffer,Alex McCarthy,Jan Bednarek,Kyle Walker-Peters,Jannik Vestergaard,Ryan Bertrand,James Ward-Prowse,Oriol Romeu,Theo Walcott,Stuart Armstrong,Che Adams,Danny Ings,Fraser Forster,Mohammed Salisu,Jack Stephens,Ibrahima Diallo,Moussa Djenepo,Nathan Redmond,Daniel N'Lundulu,Buffer,Buffer,59016,Arsenal,Southampton,1,1,3-4-3,4-4-2
Emiliano Martínez,Matt Targett,Tyrone Mings,Kortney Hause,Ahmed El Mohamady,Marvelous Nakamba,Bertrand Traoré,Anwar El Ghazi,John McGinn,Jack Grealish,Ollie Watkins,Jed Steer,Neil Taylor,Frédéric Guilbert,Björn Engels,Jacob Ramsey,Conor Hourihane,Keinan Davis,Buffer,Buffer,Nick Pope,Charlie Taylor,Ben Mee,James Tarkowski,Matthew Lowton,Dwight McNeil,Josh Brownhill,Robbie Brady,Ashley Westwood,Chris Wood,Jay Rodriguez,Bailey Peacock-Farrell,Kevin Long,Erik Pieters,Phil Bardsley,Josh Benson,Matej Vydra,Ashley Barnes,Buffer,Buffer,59017,Aston Villa,Burnley,0,0,4-2-3-1,4-4-2
Alphonse Areola,Joachim Andersen,Tosin Adarabioyo,Ola Aina,Harrison Reed,André-Frank Zambo Anguissa,Antonee Robinson,Bobby De Cordova-Reid,Ruben Loftus-Cheek,Ivan Cavaleiro,Ademola Lookman,Marek Rodák,Tim Ream,Denis Odoi,Tom Cairney,Mario Lemina,Aleksandar Mitrovic,Aboubakar Kamara,Buffer,Buffer,Robert Sánchez,Benjamin White,Lewis Dunk,Adam Webster,Solly March,Steven Alzate,Yves Bissouma,Tariq Lamptey,Adam Lallana,Danny Welbeck,Leandro Trossard,Jason Steele,Dan Burn,Joël Veltman,Pascal Groß,Aaron Connolly,Alireza Jahanbakhsh,Neal Maupay,Buffer,Buffer,59018,Fulham,Brighton and Hove Albion,0,0,3-4-2-1,3-4-2-1
Illan Meslier,Luke Ayling,Ezgjan Alioski,Stuart Dallas,Liam Cooper,Raphinha,Jack Harrison,Rodrigo,Mateusz Klich,Kalvin Phillips,Patrick Bamford,Kiko Casilla,Pascal Struijk,Leif Davis,Pablo Hernández,Jamie Shackleton,Ian Poveda-Ocampo,Tyler Roberts,Buffer,Buffer,Karl Darlow,Jamal Lewis,Federico Fernández,Jacob Murphy,Ciaran Clark,Ryan Fraser,Sean Longstaff,Jeff Hendrick,Isaac Hayden,Joelinton,Callum Wilson,Mark Gillespie,Emil Krafth,Matt Ritchie,Miguel Almirón,Jonjo Shelvey,Andy Carroll,Dwight Gayle,Buffer,Buffer,59019,Leeds United,Newcastle United,5,2,4-1-4-1,4-4-2
Kasper Schmeichel,James Justin,Wilfred Ndidi,Christian Fuchs,Wesley Fofana,Nampalys Mendy,James Maddison,Harvey Barnes,Cengiz Ünder,Youri Tielemans,Jamie Vardy,Danny Ward,Luke Thomas,Wes Morgan,Dennis Praet,Marc Albrighton,Kelechi Iheanacho,Ayoze Pérez,Buffer,Buffer,Robin Olsen,Yerry Mina,Michael Keane,Mason Holgate,Ben Godfrey,Allan,Gylfi Sigurdsson,Abdoulaye Doucouré,Dominic Calvert-Lewin,Richarlison,Alex Iwobi,Jordan Pickford,Jonjoe Kenny,André Gomes,Tom Davies,Anthony Gordon,Bernard,Cenk Tosun,Buffer,Buffer,59020,Leicester City,Everton,0,2,4-2-3-1,4-3-3
Aaron Ramsdale,Jack Robinson,George Baldock,John Egan,Enda Stevens,Chris Basham,John Fleck,Sander Berge,Ethan Ampadu,Oliver Burke,David McGoldrick,Michael Verrips,Phil Jagielka,Oliver Norwood,Ben Osborn,Lys Mousset,Rhian Brewster,Billy Sharp,Buffer,Buffer,Dean Henderson,Alex Telles,Aaron Wan-Bissaka,Victor Lindelöf,Harry Maguire,Bruno Fernandes,Marcus Rashford,Mason Greenwood,Nemanja Matic,Paul Pogba,Anthony Martial,David de Gea,Luke Shaw,Fred,Juan Mata,Donny van de Beek,Daniel James,Scott McTominay,Buffer,Buffer,59021,Sheffield United,Manchester United,2,3,5-3-2,4-2-3-1
Lukasz Fabianski,Angelo Ogbonna,Vladimir Coufal,Aaron Cresswell,Issa Diop,Declan Rice,Tomas Soucek,Saïd Benrahma,Pablo Fornals,Jarrod Bowen,Sébastien Haller,Darren Randolph,Craig Dawson,Ryan Fredericks,Robert Snodgrass,Mark Noble,Manuel Lanzini,Andriy Yarmolenko,Buffer,Buffer,Vicente Guaita,Scott Dann,Joel Ward,Patrick van Aanholt,Cheikhou Kouyaté,Andros Townsend,Luka Milivojevic,James McArthur,Eberechi Eze,Wilfried Zaha,Christian Benteke,Jack Butland,Tyrick Mitchell,James Tomkins,Jeffrey Schlupp,Jairo Riedewald,Jordan Ayew,Michy Batshuayi,Buffer,Buffer,59022,West Ham United,Crystal Palace,1,1,4-2-3-1,4-4-2
Rui Patrício,Willy Boly,Romain Saïss,Conor Coady,Nélson Semedo,Marçal,Rúben Neves,Leander Dendoncker,Pedro Neto,Fábio Silva,Daniel Podence,John Ruddy,Maximilian Kilman,Rayan Aït-Nouri,Ki-Jana Hoever,Vitinha,Owen Otasowie,Adama Traoré,Buffer,Buffer,Édouard Mendy,Reece James,Kurt Zouma,Ben Chilwell,Thiago Silva,N'Golo Kanté,Mason Mount,Kai Havertz,Olivier Giroud,Timo Werner,Christian Pulisic,Kepa Arrizabalaga,Antonio Rüdiger,César Azpilicueta,Jorginho,Billy Gilmour,Mateo Kovacic,Tammy Abraham,Buffer,Buffer,59023,Wolverhampton Wanderers,Chelsea,2,1,3-4-1-2,4-3-3
Alisson,Trent Alexander-Arnold,Andrew Robertson,Fabinho,Rhys Williams,Jordan Henderson,Georginio Wijnaldum,Curtis Jones,Roberto Firmino,Mohamed Salah,Sadio Mané,Caoimhin Kelleher,Nathaniel Phillips,Neco Williams,Naby Keïta,Alex Oxlade-Chamberlain,Divock Origi,Takumi Minamino,Buffer,Buffer,Hugo Lloris,Eric Dier,Toby Alderweireld,Ben Davies,Serge Aurier,Giovani Lo Celso,Moussa Sissoko,Pierre-Emile Højbjerg,Steven Bergwijn,Harry Kane,Son Heung-Min,Joe Hart,Sergio Reguilón,Joe Rodon,Dele Alli,Tanguy Ndombele,Harry Winks,Lucas Moura,Buffer,Buffer,59024,Liverpool,Tottenham Hotspur,2,1,4-3-3,4-4-2
Ederson,Rúben Dias,Benjamin Mendy,João Cancelo,Nathan Aké,Kevin De Bruyne,Ilkay Gündogan,Raheem Sterling,Rodri,Phil Foden,Gabriel Jesus,Zack Steffen,Kyle Walker,Aymeric Laporte,Bernardo Silva,Sergio Agüero,Ferran Torres,Riyad Mahrez,Buffer,Buffer,Sam Johnstone,Darnell Furlong,Kieran Gibbs,Dara O'Shea,Semi Ajayi,Conor Gallagher,Romaine Sawyers,Grady Diangana,Jake Livermore,Matt Phillips,Karlan Grant,David Button,Lee Peltier,Branislav Ivanovic,Kamil Grosicki,Filip Krovinovic,Charlie Austin,Callum Robinson,Buffer,Buffer,59025,Manchester City,West Bromwich Albion,1,1,4-2-3-1,4-1-4-1
Robert Sánchez,Adam Webster,Lewis Dunk,Benjamin White,Yves Bissouma,Joël Veltman,Adam Lallana,Solly March,Leandro Trossard,Aaron Connolly,Neal Maupay,Jason Steele,Dan Burn,Pascal Groß,Alexis Mac Allister,Jayson Molumby,Steven Alzate,Alireza Jahanbakhsh,Andi Zeqiri,Danny Welbeck,Aaron Ramsdale,Jack Robinson,George Baldock,John Egan,Enda Stevens,Chris Basham,John Fleck,John Lundstram,Ethan Ampadu,Rhian Brewster,David McGoldrick,Michael Verrips,Phil Jagielka,Jayden Bogle,Max Lowe,Oliver Burke,Oliver Norwood,Ben Osborn,Lys Mousset,Billy Sharp,59026,Brighton and Hove Albion,Sheffield United,1,1,3-4-2-1,5-3-2
Nick Pope,Charlie Taylor,Ben Mee,James Tarkowski,Matthew Lowton,Dwight McNeil,Josh Brownhill,Robbie Brady,Ashley Westwood,Ashley Barnes,Chris Wood,Bailey Peacock-Farrell,Will Norris,Jimmy Dunne,Kevin Long,Erik Pieters,Phil Bardsley,Dale Stephens,Josh Benson,Jay Rodriguez,Rui Patrício,Maximilian Kilman,Romain Saïss,Conor Coady,Nélson Semedo,Rúben Neves,Rayan Aït-Nouri,João Moutinho,Pedro Neto,Owen Otasowie,Daniel Podence,John Ruddy,Ki-Jana Hoever,Marçal,Willy Boly,Taylor Perry,Vitinha,Adama Traoré,Fábio Silva,Theo Corbeanu,59027,Burnley,Wolverhampton Wanderers,2,1,4-4-2,3-4-1-2
Édouard Mendy,Kurt Zouma,César Azpilicueta,Ben Chilwell,Thiago Silva,Mason Mount,N'Golo Kanté,Jorginho,Tammy Abraham,Timo Werner,Christian Pulisic,Kepa Arrizabalaga,Antonio Rüdiger,Andreas Christensen,Emerson,Kai Havertz,Billy Gilmour,Mateo Kovacic,Olivier Giroud,Callum Hudson-Odoi,Lukasz Fabianski,Aaron Cresswell,Fabián Balbuena,Vladimir Coufal,Angelo Ogbonna,Pablo Fornals,Tomas Soucek,Jarrod Bowen,Declan Rice,Mark Noble,Sébastien Haller,Darren Randolph,David Martin,Ben Johnson,Issa Diop,Craig Dawson,Ryan Fredericks,Robert Snodgrass,Andriy Yarmolenko,Saïd Benrahma,59028,Chelsea,West Ham United,3,0,4-3-3,4-2-3-1
Vicente Guaita,Cheikhou Kouyaté,Nathaniel Clyne,Patrick van Aanholt,Gary Cahill,Luka Milivojevic,Eberechi Eze,Jeffrey Schlupp,James McArthur,Wilfried Zaha,Jordan Ayew,Jack Butland,Joel Ward,James Tomkins,Tyrick Mitchell,Scott Dann,Andros Townsend,Jairo Riedewald,James McCarthy,Michy Batshuayi,Alisson,Fabinho,Andrew Robertson,Trent Alexander-Arnold,Joel Matip,Georginio Wijnaldum,Naby Keïta,Jordan Henderson,Takumi Minamino,Roberto Firmino,Sadio Mané,Caoimhin Kelleher,Adrián,Neco Williams,Nathaniel Phillips,Rhys Williams,Alex Oxlade-Chamberlain,Curtis Jones,Mohamed Salah,Divock Origi,59029,Crystal Palace,Liverpool,0,7,4-4-2,4-3-3
Jordan Pickford,Ben Godfrey,Yerry Mina,Michael Keane,Mason Holgate,Richarlison,Gylfi Sigurdsson,Abdoulaye Doucouré,Alex Iwobi,Tom Davies,Dominic Calvert-Lewin,Robin Olsen,Jonas Lössl,Jarrad Branthwaite,Jonjoe Kenny,Niels Nkounkou,Séamus Coleman,Bernard,Cenk Tosun,Anthony Gordon,Bernd Leno,Rob Holding,David Luiz,Kieran Tierney,Bukayo Saka,Ainsley Maitland-Niles,Dani Ceballos,Mohamed Elneny,Willian,Nicolas Pépé,Eddie Nketiah,Rúnar Alex Rúnarsson,Héctor Bellerín,Sead Kolasinac,Shkodran Mustafi,Cédric Soares,Joseph Willock,Emile Smith Rowe,Alexandre Lacazette,Gabriel Martinelli,59030,Everton,Arsenal,2,1,4-2-3-1,3-4-3
David de Gea,Aaron Wan-Bissaka,Victor Lindelöf,Luke Shaw,Harry Maguire,Bruno Fernandes,Daniel James,Scott McTominay,Marcus Rashford,Fred,Anthony Martial,Dean Henderson,Eric Bailly,Alex Telles,Nemanja Matic,Juan Mata,Paul Pogba,Donny van de Beek,Edinson Cavani,Mason Greenwood,Illan Meslier,Stuart Dallas,Luke Ayling,Ezgjan Alioski,Liam Cooper,Kalvin Phillips,Jack Harrison,Mateusz Klich,Raphinha,Rodrigo,Patrick Bamford,Kiko Casilla,Oliver Casey,Leif Davis,Pascal Struijk,Jamie Shackleton,Pablo Hernández,Tyler Roberts,Hélder Costa,Ian Poveda-Ocampo,59031,Manchester United,Leeds United,6,2,4-2-3-1,4-1-4-1
Karl Darlow,Paul Dummett,Federico Fernández,DeAndre Yedlin,Ciaran Clark,Miguel Almirón,Sean Longstaff,Jonjo Shelvey,Matt Ritchie,Joelinton,Callum Wilson,Mark Gillespie,Jamal Lewis,Emil Krafth,Jeff Hendrick,Jacob Murphy,Ryan Fraser,Isaac Hayden,Andy Carroll,Dwight Gayle,Alphonse Areola,Joachim Andersen,Tosin Adarabioyo,Ola Aina,Bobby De Cordova-Reid,Antonee Robinson,André-Frank Zambo Anguissa,Mario Lemina,Ademola Lookman,Aleksandar Mitrovic,Tom Cairney,Marek Rodák,Tim Ream,Joe Bryan,Denis Odoi,Michael Hector,Ruben Loftus-Cheek,Harrison Reed,Aboubakar Kamara,Buffer,59032,Newcastle United,Fulham,1,1,4-4-2,3-4-2-1
Alex McCarthy,Kyle Walker-Peters,Jannik Vestergaard,Ryan Bertrand,Jan Bednarek,James Ward-Prowse,Moussa Djenepo,Oriol Romeu,Theo Walcott,Che Adams,Danny Ings,Fraser Forster,Mohammed Salisu,Jack Stephens,Nathan Tella,Nathan Redmond,Ibrahima Diallo,Stuart Armstrong,Daniel N'Lundulu,Shane Long,Ederson,Rúben Dias,João Cancelo,John Stones,Kyle Walker,Kevin De Bruyne,Ilkay Gündogan,Raheem Sterling,Bernardo Silva,Rodri,Ferran Torres,Scott Carson,Oleksandr Zinchenko,Benjamin Mendy,Nathan Aké,Felix Nmecha,Phil Foden,Fernandinho,Sergio Agüero,Riyad Mahrez,59033,Southampton,Manchester City,0,1,4-4-2,4-2-3-1
Hugo Lloris,Toby Alderweireld,Sergio Reguilón,Eric Dier,Serge Aurier,Giovani Lo Celso,Pierre-Emile Højbjerg,Tanguy Ndombele,Son Heung-Min,Moussa Sissoko,Harry Kane,Joe Hart,Ben Davies,Joe Rodon,Matt Doherty,Harry Winks,Gareth Bale,Steven Bergwijn,Carlos Vinícius,Lucas Moura,Kasper Schmeichel,Jonny Evans,James Justin,Timothy Castagne,Wesley Fofana,Wilfred Ndidi,Youri Tielemans,James Maddison,Harvey Barnes,Marc Albrighton,Jamie Vardy,Danny Ward,Luke Thomas,Christian Fuchs,Daniel Amartey,Nampalys Mendy,Cengiz Ünder,Dennis Praet,Ayoze Pérez,Kelechi Iheanacho,59034,Tottenham Hotspur,Leicester City,0,2,4-2-3-1,4-2-3-1
Sam Johnstone,Semi Ajayi,Kieran Gibbs,Dara O'Shea,Darnell Furlong,Romaine Sawyers,Grady Diangana,Conor Gallagher,Matt Phillips,Jake Livermore,Karlan Grant,David Button,Cédric Kipré,Branislav Ivanovic,Lee Peltier,Kamil Grosicki,Filip Krovinovic,Kyle Edwards,Charlie Austin,Callum Robinson,Emiliano Martínez,Matt Targett,Tyrone Mings,Kortney Hause,Matthew Cash,Douglas Luiz,Bertrand Traoré,Anwar El Ghazi,John McGinn,Jack Grealish,Ollie Watkins,Jed Steer,Ahmed El Mohamady,Neil Taylor,Frédéric Guilbert,Björn Engels,Jacob Ramsey,Marvelous Nakamba,Conor Hourihane,Keinan Davis,59035,West Bromwich Albion,Aston Villa,0,3,4-1-4-1,4-2-3-1
Bernd Leno,Rob Holding,Héctor Bellerín,Kieran Tierney,Pablo Marí,Bukayo Saka,Granit Xhaka,Emile Smith Rowe,Mohamed Elneny,Gabriel Martinelli,Alexandre Lacazette,Rúnar Alex Rúnarsson,Shkodran Mustafi,Cédric Soares,Joseph Willock,Dani Ceballos,Ainsley Maitland-Niles,Eddie Nketiah,Pierre-Emerick Aubameyang,Nicolas Pépé,Édouard Mendy,Reece James,Kurt Zouma,Ben Chilwell,Thiago Silva,Mateo Kovacic,N'Golo Kanté,Mason Mount,Tammy Abraham,Timo Werner,Christian Pulisic,Kepa Arrizabalaga,Antonio Rüdiger,Emerson,César Azpilicueta,Kai Havertz,Jorginho,Billy Gilmour,Callum Hudson-Odoi,Olivier Giroud,59036,Arsenal,Chelsea,3,1,4-2-3-1,4-3-3
Emiliano Martínez,Matt Targett,Tyrone Mings,Kortney Hause,Matthew Cash,Douglas Luiz,Bertrand Traoré,Anwar El Ghazi,John McGinn,Jack Grealish,Ollie Watkins,Tom Heaton,Ahmed El Mohamady,Neil Taylor,Frédéric Guilbert,Ezri Konsa,Jacob Ramsey,Marvelous Nakamba,Conor Hourihane,Keinan Davis,Vicente Guaita,Joel Ward,Patrick van Aanholt,Scott Dann,Cheikhou Kouyaté,Jeffrey Schlupp,Eberechi Eze,James McArthur,Luka Milivojevic,Christian Benteke,Wilfried Zaha,Jack Butland,Tyrick Mitchell,Nathaniel Clyne,James Tomkins,James McCarthy,Andros Townsend,Jairo Riedewald,Jordan Ayew,Michy Batshuayi,59037,Aston Villa,Crystal Palace,3,0,4-2-3-1,4-4-2
Alphonse Areola,Joachim Andersen,Tosin Adarabioyo,Ola Aina,Harrison Reed,Ruben Loftus-Cheek,André-Frank Zambo Anguissa,Antonee Robinson,Bobby De Cordova-Reid,Ivan Cavaleiro,Ademola Lookman,Marek Rodák,Tim Ream,Michael Hector,Joe Bryan,Denis Odoi,Tom Cairney,Neeskens Kebano,Aleksandar Mitrovic,Aboubakar Kamara,Alex McCarthy,Jan Bednarek,Kyle Walker-Peters,Jack Stephens,Ryan Bertrand,James Ward-Prowse,Ibrahima Diallo,Theo Walcott,Stuart Armstrong,Che Adams,Shane Long,Fraser Forster,Jake Vokins,Mohammed Salisu,Yan Valery,Moussa Djenepo,William Smallbone,Nathan Tella,Michael Obafemi,Daniel N'Lundulu,59038,Fulham,Southampton,0,0,3-5-2,4-4-2
Illan Meslier,Pascal Struijk,Kalvin Phillips,Luke Ayling,Rodrigo,Ezgjan Alioski,Mateusz Klich,Stuart Dallas,Patrick Bamford,Raphinha,Jack Harrison,Kiko Casilla,Leif Davis,Oliver Casey,Jamie Shackleton,Jack Jenkins,Pablo Hernández,Ian Poveda-Ocampo,Tyler Roberts,Hélder Costa,Nick Pope,Ben Mee,Matthew Lowton,Charlie Taylor,James Tarkowski,Josh Brownhill,Ashley Westwood,Erik Pieters,Josh Benson,Chris Wood,Ashley Barnes,Will Norris,Bailey Peacock-Farrell,Phil Bardsley,Jimmy Dunne,Kevin Long,Anthony Mancini,Dale Stephens,Joel Mumbongo,Jay Rodriguez,59039,Leeds United,Burnley,1,0,,4-4-2
Kasper Schmeichel,Jonny Evans,James Justin,Timothy Castagne,Wesley Fofana,Marc Albrighton,Youri Tielemans,James Maddison,Harvey Barnes,Wilfred Ndidi,Jamie Vardy,Danny Ward,Christian Fuchs,Daniel Amartey,Luke Thomas,Nampalys Mendy,Hamza Choudhury,Dennis Praet,Ayoze Pérez,Kelechi Iheanacho,David de Gea,Victor Lindelöf,Eric Bailly,Luke Shaw,Harry Maguire,Scott McTominay,Bruno Fernandes,Fred,Marcus Rashford,Daniel James,Anthony Martial,Dean Henderson,Alex Telles,Axel Tuanzebe,Jesse Lingard,Nemanja Matic,Paul Pogba,Donny van de Beek,Edinson Cavani,Mason Greenwood,59040,Leicester City,Manchester United,2,2,4-2-3-1,4-2-3-1
Alisson,Trent Alexander-Arnold,Andrew Robertson,Fabinho,Joel Matip,Jordan Henderson,Georginio Wijnaldum,Curtis Jones,Roberto Firmino,Mohamed Salah,Sadio Mané,Caoimhin Kelleher,Nathaniel Phillips,Neco Williams,Rhys Williams,James Milner,Alex Oxlade-Chamberlain,Xherdan Shaqiri,Divock Origi,Takumi Minamino,Sam Johnstone,Darnell Furlong,Kieran Gibbs,Dara O'Shea,Semi Ajayi,Callum Robinson,Conor Gallagher,Romaine Sawyers,Grady Diangana,Matt Phillips,Karlan Grant,David Button,Lee Peltier,Branislav Ivanovic,Cédric Kipré,Rekeem Harper,Kamil Grosicki,Filip Krovinovic,Charlie Austin,Matheus Pereira,59041,Liverpool,West Bromwich Albion,1,1,4-3-3,4-5-1
Ederson,Nathan Aké,Rúben Dias,John Stones,Rodri,Ilkay Gündogan,Kevin De Bruyne,João Cancelo,Ferran Torres,Raheem Sterling,Bernardo Silva,Zack Steffen,Oleksandr Zinchenko,Aymeric Laporte,Benjamin Mendy,Cole Palmer,Fernandinho,Phil Foden,Sergio Agüero,Riyad Mahrez,Karl Darlow,Matt Ritchie,Federico Fernández,DeAndre Yedlin,Fabian Schär,Ciaran Clark,Miguel Almirón,Isaac Hayden,Matthew Longstaff,Jacob Murphy,Joelinton,Mark Gillespie,Javier Manquillo,Jamal Lewis,Emil Krafth,Elliot Anderson,Sean Longstaff,Callum Wilson,Andy Carroll,Dwight Gayle,59042,Manchester City,Newcastle United,2,0,3-4-3 diamond,5-4-1
Aaron Ramsdale,Jack Robinson,John Egan,Chris Basham,George Baldock,Ben Osborn,Enda Stevens,Ethan Ampadu,Oliver Burke,David McGoldrick,Rhian Brewster,Michael Verrips,Phil Jagielka,Jayden Bogle,Max Lowe,John Fleck,Oliver Norwood,Lys Mousset,Oliver McBurnie,Billy Sharp,Jordan Pickford,Yerry Mina,Michael Keane,Mason Holgate,Ben Godfrey,Anthony Gordon,Gylfi Sigurdsson,Alex Iwobi,Abdoulaye Doucouré,Tom Davies,Dominic Calvert-Lewin,Robin Olsen,Jonas Lössl,Niels Nkounkou,Séamus Coleman,Jarrad Branthwaite,Jonjoe Kenny,André Gomes,Bernard,Cenk Tosun,59043,Sheffield United,Everton,0,1,3-4-2-1,4-2-3-1
Lukasz Fabianski,Angelo Ogbonna,Fabián Balbuena,Aaron Cresswell,Declan Rice,Tomas Soucek,Vladimir Coufal,Ben Johnson,Mark Noble,Jarrod Bowen,Sébastien Haller,Darren Randolph,Issa Diop,Craig Dawson,Ryan Fredericks,Robert Snodgrass,Pablo Fornals,Manuel Lanzini,Saïd Benrahma,Andriy Yarmolenko,Robert Sánchez,Adam Webster,Dan Burn,Lewis Dunk,Yves Bissouma,Adam Lallana,Solly March,Benjamin White,Danny Welbeck,Leandro Trossard,Neal Maupay,Jason Steele,Bernardo,Joël Veltman,Pascal Groß,Alexis Mac Allister,Steven Alzate,Davy Pröpper,Alireza Jahanbakhsh,Andi Zeqiri,59044,West Ham United,Brighton and Hove Albion,2,2,3-4-1-2,3-4-2-1
Rui Patrício,Romain Saïss,Conor Coady,Marçal,Nélson Semedo,Pedro Neto,Adama Traoré,João Moutinho,Daniel Podence,Rúben Neves,Fábio Silva,John Ruddy,Rayan Aït-Nouri,Ki-Jana Hoever,Maximilian Kilman,Taylor Perry,Vitinha,Luke Cundle,Owen Otasowie,Theo Corbeanu,Hugo Lloris,Davinson Sánchez,Eric Dier,Ben Davies,Sergio Reguilón,Pierre-Emile Højbjerg,Harry Winks,Matt Doherty,Son Heung-Min,Tanguy Ndombele,Harry Kane,Joe Hart,Japhet Tanganga,Toby Alderweireld,Serge Aurier,Joe Rodon,Moussa Sissoko,Erik Lamela,Dele Alli,Steven Bergwijn,59045,Wolverhampton Wanderers,Tottenham Hotspur,1,1,4-2-3-1,3-4-1-2
Robert Sánchez,Adam Webster,Lewis Dunk,Dan Burn,Yves Bissouma,Pascal Groß,Bernardo,Davy Pröpper,Joël Veltman,Alireza Jahanbakhsh,Alexis Mac Allister,Jason Steele,Benjamin White,Jayson Molumby,Solly March,Leandro Trossard,Aaron Connolly,Andi Zeqiri,Danny Welbeck,Neal Maupay,Bernd Leno,Héctor Bellerín,Rob Holding,Pablo Marí,Kieran Tierney,Granit Xhaka,Mohamed Elneny,Gabriel Martinelli,Bukayo Saka,Emile Smith Rowe,Pierre-Emerick Aubameyang,Rúnar Alex Rúnarsson,Cédric Soares,Shkodran Mustafi,Dani Ceballos,Ainsley Maitland-Niles,Joseph Willock,Eddie Nketiah,Alexandre Lacazette,Nicolas Pépé,59046,Brighton and Hove Albion,Arsenal,0,1,3-5-2,4-2-3-1
Nick Pope,Ben Mee,Matthew Lowton,Charlie Taylor,James Tarkowski,Josh Brownhill,Ashley Westwood,Erik Pieters,Robbie Brady,Chris Wood,Ashley Barnes,Will Norris,Bailey Peacock-Farrell,Phil Bardsley,Jimmy Dunne,Kevin Long,Josh Benson,Anthony Mancini,Dale Stephens,Joel Mumbongo,Aaron Ramsdale,Jack Robinson,John Egan,Chris Basham,George Baldock,Enda Stevens,Ben Osborn,Ethan Ampadu,Lys Mousset,Rhian Brewster,David McGoldrick,Michael Verrips,Jayden Bogle,Kean Bryan,Max Lowe,John Fleck,Oliver Norwood,Oliver Burke,Buffer,Buffer,59047,Burnley,Sheffield United,1,0,4-4-2,3-4-3
Édouard Mendy,César Azpilicueta,Ben Chilwell,Andreas Christensen,Antonio Rüdiger,N'Golo Kanté,Jorginho,Mason Mount,Olivier Giroud,Christian Pulisic,Callum Hudson-Odoi,Kepa Arrizabalaga,Emerson,Fikayo Tomori,Thiago Silva,Mateo Kovacic,Kai Havertz,Billy Gilmour,Timo Werner,Tammy Abraham,Emiliano Martínez,Kortney Hause,Matthew Cash,Ezri Konsa,Matt Targett,Anwar El Ghazi,Douglas Luiz,John McGinn,Jack Grealish,Bertrand Traoré,Ollie Watkins,Tom Heaton,Björn Engels,Frédéric Guilbert,Neil Taylor,Ahmed El Mohamady,Jacob Ramsey,Marvelous Nakamba,Conor Hourihane,Keinan Davis,59048,Chelsea,Aston Villa,1,1,4-3-3,4-2-3-1
